round,date,place,author,title,filename
87,2014-11-07,10th,collet,"litle air","sdc87_collet-litle_air.zip"
88,2014-12-14,1st,Airmann,"Wise Men's Headcrash","sdc88_Airmann-wise_men_s_headcrash.zip"
88,2014-12-14,2nd,A-Lin,"The Hologram","sdc88_A-Lin-TheHologram_final_5.xrns"
88,2014-12-14,2nd,keith303,"hex-a-track","sdc88_keith303-hex-a-track.rar"
88,2014-12-14,3rd,Din,"So Little Time","sdc88_Din-So_Little_Time.xrns"
88,2014-12-14,4th,Ahornberg,"November Rain","sdc88_Ahornberg-november_rain.xrns"
88,2014-12-14,5th,chunter,"Was It Only a Dream?","sdc88_chunter-sdc88-wasitonlyadream.xrns"
89,2015-01-29,1st,ageDirectionless,"Are You Dreaming","sdc89_ayd.xrns"
89,2015-01-29,1st,A-Lin,"Quintuple Orbital","QuintupleOrbital_final.xrns"
89,2015-01-29,2nd,Din,"Semiconscious","sdc89_Din-Semiconscious.xrns"
89,2015-01-29,3rd,Ahornberg,"Sunrise","sunrise.zip"
89,2015-01-29,4th,chunter,"500","sdc89-500.xrns"
89,2015-01-29,5th,ballacr75,"reaction","REACTION.zip"
89,2015-01-29,6th,tonmas,"emptiness","sdc89_tonmas-sdc89_emptiness_tonmas.zip"
